Episode,Agent,Action,Observation,Reward,Done
0,adversary_0,3.0,"[ 0.          0.         -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.01652288 -0.3974558   1.0858485  -1.1923841
  0.22181919 -1.2290559 ]",0.0,False
0,adversary_1,0.0,"[ 0.          0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3974558   1.1023713  -0.79492825
  0.23834208 -0.83160007]",0.0,False
0,adversary_2,4.0,"[ 0.          0.          0.739793   -0.21783039 -1.4472766   0.17996821
 -1.2053592  -0.21930817 -1.0858485   1.1923841  -1.1023713   0.79492825
 -0.8640293  -0.03667181]",0.0,False
0,agent_0,3.0,"[ 0.          0.         -0.12423626 -0.2545022  -0.58324724  0.21664001
 -0.34132987 -0.18263637 -0.22181919  1.2290559  -0.23834208  0.83160007
  0.8640293   0.03667181]",0.0,False
0,adversary_0,3.0,"[ 0.         -0.3        -0.34605545  0.9745537  -0.36142808 -1.0124159
 -0.1195107  -1.4116923  -0.01652288 -0.3974558   1.0858485  -1.1923841
  0.22181919 -1.2290559 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3974558   1.1023713  -0.79492825
  0.23834208 -0.83160007]",0.0,False
0,adversary_2,4.0,"[ 0.          0.3         0.739793   -0.21783039 -1.4472766   0.17996821
 -1.2053592  -0.21930817 -1.0858485   1.1923841  -1.1023713   0.79492825
 -0.8640293  -0.03667181]",0.0,False
0,agent_0,3.0,"[ 0.         -0.4        -0.12423626 -0.2545022  -0.58324724  0.21664001
 -0.34132987 -0.18263637 -0.22181919  1.2290559  -0.23834208  0.83160007
  0.8640293   0.03667181]",0.0,False
0,adversary_0,3.0,"[ 0.         -0.525      -0.34605545  0.9445537  -0.36142808 -0.98241585
 -0.1195107  -1.3816923  -0.01652288 -0.3674558   1.0858485  -1.1323841
  0.22181919 -1.2390559 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3674558   1.1023713  -0.7649283
  0.23834208 -0.8716001 ]",0.0,False
0,adversary_2,4.0,"[ 0.          0.525       0.739793   -0.18783039 -1.4472766   0.1499682
 -1.2053592  -0.24930817 -1.0858485   1.1323841  -1.1023713   0.7649283
 -0.8640293  -0.10667181]",0.0,False
0,agent_0,3.0,"[ 0.         -0.7        -0.12423626 -0.2945022  -0.58324724  0.25664002
 -0.34132987 -0.14263636 -0.22181919  1.2390559  -0.23834208  0.8716001
  0.8640293   0.10667181]",0.0,False
0,adversary_0,3.0,"[ 0.         -0.69375    -0.34605545  0.89205366 -0.36142808 -0.92991585
 -0.1195107  -1.3291923  -0.01652288 -0.3149558   1.0858485  -1.027384
  0.22181919 -1.2565559 ]",0.0,False
0,adversary_1,0.0,"[-0.         -0.         -0.36257833  0.5770979  -0.3449052  -0.6149601
 -0.10298782 -1.0142365   0.01652288  0.3149558   1.1023713  -0.7124283
  0.23834208 -0.9416001 ]",0.0,False
0,adversary_2,4.0,"[ 0.          0.69375     0.739793   -0.1353304  -1.4472766   0.0974682
 -1.2053592  -0.30180818 -1.0858485   1.027384   -1.1023713   0.7124283
 -0.8640293  -0.22917181]",0.0,False
0,agent_0,3.0,"[ 0.         -0.925      -0.12423626 -0.3645022  -0.58324724  0.32664
 -0.34132987 -0.07263636 -0.22181919  1.2565559  -0.23834208  0.9416001
  0.8640293   0.22917181]",0.0,False
